시간,총부하MW,실부하MW
2025-05-02 오후 5:50:00,51983.859375,51428.425781
2025-05-02 오후 5:55:00,52119.261719,51561.675781
2025-05-02 오후 6:00:00,52183.269531,51634.3125
2025-05-02 오후 6:05:00,52631.1875,52093.003906
2025-05-02 오후 6:10:00,52760.648438,52197.195312
2025-05-02 오후 6:15:00,53042.675781,52473.535156
2025-05-02 오후 6:20:00,53287.152344,52706.835938
2025-05-02 오후 6:25:00,53671.289062,53087.929688
2025-05-02 오후 6:30:00,54042.777344,53455.871094
2025-05-02 오후 6:35:00,54069.398438,53469.265625
2025-05-02 오후 6:40:00,54242.089844,53651.84375
2025-05-02 오후 6:45:00,54555.378906,53948.597656
2025-05-02 오후 6:50:00,54726.925781,54134.03125
2025-05-02 오후 6:55:00,55075.074219,54470.9375
2025-05-02 오후 7:00:00,54933.488281,54327.667969
2025-05-02 오후 7:05:00,55111.59375,54506.132812
2025-05-02 오후 7:10:00,55015.253906,54408.726562
2025-05-02 오후 7:15:00,55285.683594,54659.574219
2025-05-02 오후 7:20:00,55609.183594,54960.566406
2025-05-02 오후 7:25:00,55722.308594,55085.789062
2025-05-02 오후 7:30:00,56043.988281,55419.863281
2025-05-02 오후 7:35:00,55744.105469,55113.746094
2025-05-02 오후 7:40:00,56050.222656,55410.851562
2025-05-02 오후 7:45:00,56031.464844,55411.582031
2025-05-02 오후 7:50:00,55898.828125,55269.554688
2025-05-02 오후 7:55:00,55856.773438,55232.40625
2025-05-02 오후 8:00:00,55525.542969,54913.800781
2025-05-02 오후 8:05:00,55539.433594,54918.769531
2025-05-02 오후 8:10:00,55449.808594,54833.125
2025-05-02 오후 8:15:00,55322.300781,54702.582031
2025-05-02 오후 8:20:00,55577.683594,54950.3125
2025-05-02 오후 8:25:00,55266.9375,54649.144531
2025-05-02 오후 8:30:00,55106.019531,54477.910156
2025-05-02 오후 8:35:00,54875.296875,54271.667969
2025-05-02 오후 8:40:00,55161.929688,54555.417969
2025-05-02 오후 8:45:00,55157.503906,54542.640625
2025-05-02 오후 8:50:00,54775.765625,54171.667969
2025-05-02 오후 8:55:00,54889.949219,54282.761719
2025-05-02 오후 9:00:00,54299.589844,53696.136719
2025-05-02 오후 9:10:00,54195.28125,53596.558594
2025-05-02 오후 9:15:00,54180.089844,53575.011719
2025-05-02 오후 9:20:00,54150.042969,53539.277344
2025-05-02 오후 9:25:00,54041.792969,53443.171875
2025-05-02 오후 9:30:00,54073.898438,53475.082031
2025-05-02 오후 9:35:00,54038.246094,53449.949219
2025-05-02 오후 9:40:00,53793.691406,53212.234375
2025-05-02 오후 9:45:00,54104.042969,53523.464844
2025-05-02 오후 9:50:00,53875.613281,53299.691406
2025-05-02 오후 9:55:00,53770.972656,53200.921875
2025-05-02 오후 10:00:00,53560.277344,52997.035156
2025-05-02 오후 10:05:00,54112.746094,53551.910156
2025-05-02 오후 10:10:00,54294.898438,53748.167969
2025-05-02 오후 10:15:00,54197.757812,53649.195312
2025-05-02 오후 10:20:00,54233.941406,53682.890625
2025-05-02 오후 10:25:00,54004.175781,53459.617188
2025-05-02 오후 10:30:00,53798.304688,53264.898438
2025-05-02 오후 10:35:00,53558.25,53021.027344
2025-05-02 오후 10:40:00,53631.453125,53083.296875
2025-05-02 오후 10:45:00,53520.976562,52975.453125
2025-05-02 오후 10:50:00,53125.484375,52572.996094
2025-05-02 오후 10:55:00,53159.683594,52610.289062
2025-05-02 오후 11:00:00,53042.125,52494.566406
2025-05-02 오후 11:05:00,53474.414062,52930.21875
2025-05-02 오후 11:10:00,53397.21875,52846.828125
2025-05-02 오후 11:15:00,53005.515625,52445.355469
2025-05-02 오후 11:20:00,53111.71875,52560.722656
2025-05-02 오후 11:25:00,52722.464844,52174.660156
2025-05-02 오후 11:30:00,52268.574219,51714.644531
2025-05-02 오후 11:35:00,52135.089844,51589.164062
2025-05-02 오후 11:40:00,51940.636719,51402.328125
2025-05-02 오후 11:45:00,51683.46875,51150.351562
2025-05-02 오후 11:50:00,51316.308594,50778.484375
2025-05-02 오후 11:55:00,50921.878906,50383.507812
2025-05-03,50216.476562,49692.84375
2025-05-03 오전 12:05:00,50338.015625,49797.117188
2025-05-03 오전 12:10:00,50043.441406,49514.839844
2025-05-03 오전 12:15:00,49705.140625,49187.75
2025-05-03 오전 12:20:00,49240.480469,48719.210938
2025-05-03 오전 12:25:00,48964.125,48455.699219
2025-05-03 오전 12:30:00,48624.175781,48108.558594
2025-05-03 오전 12:35:00,48620.109375,48112.859375
2025-05-03 오전 12:40:00,48636.539062,48119.617188
2025-05-03 오전 12:45:00,48275.5625,47760.890625
2025-05-03 오전 12:50:00,47924.542969,47422.746094
2025-05-03 오전 12:55:00,47600.222656,47099.535156
2025-05-03 오전 1:00:00,47528.101562,47033.59375
2025-05-03 오전 1:05:00,47366.222656,46869.566406
2025-05-03 오전 1:10:00,47313.789062,46814.789062
2025-05-03 오전 1:15:00,47251.644531,46755.050781
2025-05-03 오전 1:20:00,46990.304688,46497.046875
2025-05-03 오전 1:25:00,47132.847656,46641.269531
2025-05-03 오전 1:30:00,46997.359375,46491.449219
2025-05-03 오전 1:35:00,46479.402344,45983.140625
2025-05-03 오전 1:40:00,46404.851562,45911.601562
2025-05-03 오전 1:45:00,46265.046875,45777.882812
2025-05-03 오전 1:50:00,46325.027344,45803.015625
2025-05-03 오전 1:55:00,46270.128906,45741.1875
2025-05-03 오전 2:00:00,46005.671875,45501.707031
2025-05-03 오전 2:05:00,45896.613281,45412.636719
2025-05-03 오전 2:10:00,45605.871094,45106.574219
2025-05-03 오전 2:20:00,45617.847656,45126.136719
2025-05-03 오전 2:25:00,45569.699219,45079.875
2025-05-03 오전 2:30:00,45443.023438,44947.101562
2025-05-03 오전 2:35:00,45535.859375,45053.941406
2025-05-03 오전 2:40:00,45521.921875,45031.699219
2025-05-03 오전 2:45:00,45108.339844,44632.972656
2025-05-03 오전 2:50:00,45087.386719,44601.902344
2025-05-03 오전 2:55:00,44895.917969,44403.046875
2025-05-03 오전 3:00:00,44881.621094,44407.296875
2025-05-03 오전 3:05:00,45031.703125,44541.832031
2025-05-03 오전 3:10:00,45208.277344,44727.683594
2025-05-03 오전 3:15:00,44710.847656,44220.5
2025-05-03 오전 3:20:00,44883.175781,44388.566406
2025-05-03 오전 3:25:00,44748.558594,44269.566406
2025-05-03 오전 3:30:00,44557.09375,44090.457031
2025-05-03 오전 3:35:00,44485.539062,44011.117188
2025-05-03 오전 3:40:00,44637.285156,44167.164062
2025-05-03 오전 3:45:00,44735.867188,44240.191406
2025-05-03 오전 3:50:00,44493.683594,44011.601562
2025-05-03 오전 3:55:00,44721.152344,44251.953125
2025-05-03 오전 4:00:00,44466.15625,44010.449219
2025-05-03 오전 4:05:00,44564.578125,44106.011719
2025-05-03 오전 4:10:00,44676.867188,44210.394531
2025-05-03 오전 4:15:00,44631.492188,44162.144531
2025-05-03 오전 4:20:00,44835.3125,44374.808594
2025-05-03 오전 4:25:00,45000.511719,44528.246094
2025-05-03 오전 4:30:00,44891.730469,44412.191406
2025-05-03 오전 4:35:00,44771.269531,44304.515625
2025-05-03 오전 4:40:00,44452.113281,43984.007812
2025-05-03 오전 4:45:00,44530.382812,44062.601562
2025-05-03 오전 4:50:00,44754.003906,44279.75
2025-05-03 오전 4:55:00,44763.863281,44286.613281
2025-05-03 오전 5:00:00,44948.277344,44464.164062
2025-05-03 오전 5:05:00,45300.125,44814.601562
2025-05-03 오전 5:10:00,45205.804688,44723.25
2025-05-03 오전 5:15:00,45382.429688,44896.222656
2025-05-03 오전 5:20:00,45342.605469,44869.773438
2025-05-03 오전 5:25:00,45194.140625,44716.589844
2025-05-03 오전 5:30:00,45234.515625,44753.375
2025-05-03 오전 5:35:00,45459.335938,44970.183594
2025-05-03 오전 5:40:00,45261.136719,44775.523438
2025-05-03 오전 5:45:00,45153.066406,44681.3125
2025-05-03 오전 5:50:00,45301.613281,44807.519531
2025-05-03 오전 5:55:00,45197.867188,44710.109375
2025-05-03 오전 6:00:00,45278.472656,44797.855469
2025-05-03 오전 6:05:00,45871.433594,45377.285156
2025-05-03 오전 6:10:00,45989.421875,45487.476562
2025-05-03 오전 6:15:00,46004.746094,45523.492188
2025-05-03 오전 6:20:00,46289.816406,45803.722656
2025-05-03 오전 6:25:00,46174.203125,45687.269531
2025-05-03 오전 6:30:00,46089.265625,45590.503906
2025-05-03 오전 6:35:00,46516.277344,46025.949219
2025-05-03 오전 6:40:00,46765.15625,46276.335938
2025-05-03 오전 6:45:00,46373.46875,45883.273438
2025-05-03 오전 6:50:00,46353.855469,45869.117188
2025-05-03 오전 6:55:00,46367.238281,45883.316406
2025-05-03 오전 7:00:00,46539.933594,46066.101562
2025-05-03 오전 7:05:00,46860.617188,46382.476562
2025-05-03 오전 7:10:00,46906.652344,46432.355469
2025-05-03 오전 7:15:00,46895.640625,46425.484375
2025-05-03 오전 7:20:00,46772.40625,46292.21875
2025-05-03 오전 7:25:00,46831.597656,46345.960938
2025-05-03 오전 7:30:00,46979.492188,46484.285156
2025-05-03 오전 7:35:00,47208.953125,46715.742188
2025-05-03 오전 7:40:00,47064.035156,46554.585938
2025-05-03 오전 7:45:00,47009.90625,46524.894531
2025-05-03 오전 7:50:00,47107.3125,46622.746094
2025-05-03 오전 7:55:00,47020.296875,46526.46875
2025-05-03 오전 8:00:00,47029.382812,46537.023438
2025-05-03 오전 8:05:00,47278.855469,46783.382812
2025-05-03 오전 8:10:00,47209.125,46719.558594
2025-05-03 오전 8:15:00,47543.472656,47050.992188
2025-05-03 오전 8:20:00,47608.570312,47154.007812
2025-05-03 오전 8:25:00,47552.109375,47118.871094
2025-05-03 오전 8:30:00,47610.980469,47173.234375
2025-05-03 오전 8:35:00,47782.898438,47356.5625
2025-05-03 오전 8:40:00,47941.9375,47502.277344
2025-05-03 오전 8:45:00,48165.554688,47738.65625
2025-05-03 오전 8:50:00,48497.304688,48053.40625
2025-05-03 오전 8:55:00,48600.433594,48157.378906
2025-05-03 오전 9:00:00,48713.4375,48263.351562
2025-05-03 오전 9:05:00,48396.996094,47950.507812
2025-05-03 오전 9:10:00,48810.679688,48358.820312
2025-05-03 오전 9:15:00,49058.898438,48618.84375
2025-05-03 오전 9:20:00,48991.402344,48544.554688
2025-05-03 오전 9:25:00,49001.699219,48539.394531
2025-05-03 오전 9:30:00,49028.074219,48587.867188
2025-05-03 오전 9:35:00,49130.382812,48685.199219
2025-05-03 오전 9:40:00,49099.675781,48648.789062
2025-05-03 오전 9:45:00,49202.792969,48755.449219
2025-05-03 오전 9:50:00,49368.515625,48914.144531
2025-05-03 오전 9:55:00,49260.988281,48807.675781
2025-05-03 오전 10:00:00,49341.492188,48894.867188
2025-05-03 오전 10:05:00,49436.058594,48977.28125
2025-05-03 오전 10:10:00,49615.699219,49165.152344
2025-05-03 오전 10:15:00,49696.324219,49252.070312
2025-05-03 오전 10:20:00,49636.644531,49179.601562
2025-05-03 오전 10:25:00,49810.347656,49367.101562
2025-05-03 오전 10:30:00,49818.449219,49383.316406
2025-05-03 오전 10:35:00,49837.339844,49391.328125
2025-05-03 오전 10:40:00,49862.46875,49442.132812
2025-05-03 오전 10:45:00,49919.050781,49489.070312
2025-05-03 오전 10:50:00,50133.796875,49689.957031
2025-05-03 오전 10:55:00,49990.183594,49554.421875
2025-05-03 오전 11:00:00,49731.921875,49292.304688
2025-05-03 오전 11:05:00,49977.410156,49548.144531
2025-05-03 오전 11:10:00,49727.953125,49291.035156
2025-05-03 오전 11:15:00,49986.566406,49570.039062
2025-05-03 오전 11:20:00,49592.480469,49169.042969
2025-05-03 오전 11:25:00,49554.542969,49137.707031
2025-05-03 오전 11:30:00,49236.417969,48829.222656
2025-05-03 오전 11:35:00,49054.480469,48636.613281
2025-05-03 오전 11:40:00,49016.480469,48606.128906
2025-05-03 오전 11:45:00,48828.703125,48422.804688
2025-05-03 오전 11:50:00,48460.535156,48063.09375
2025-05-03 오후 12:00:00,47813.042969,47428.339844
2025-05-03 오후 12:05:00,47499.128906,47119.160156
2025-05-03 오후 12:10:00,47010.074219,46615.996094
2025-05-03 오후 12:15:00,46859.300781,46466.65625
2025-05-03 오후 12:20:00,46567.03125,46177.878906
2025-05-03 오후 12:25:00,46393.027344,45995.175781
2025-05-03 오후 12:30:00,45906.894531,45518.027344
2025-05-03 오후 12:35:00,45414.265625,45016.320312
2025-05-03 오후 12:40:00,45266.921875,44865.140625
2025-05-03 오후 12:45:00,44901.144531,44505.234375
2025-05-03 오후 12:50:00,44849.28125,44460.949219
2025-05-03 오후 12:55:00,44496.644531,44111.003906
2025-05-03 오후 1:00:00,44215.492188,43824.316406
2025-05-03 오후 1:05:00,44037.089844,43628.648438
2025-05-03 오후 1:10:00,43856.261719,43450.621094
2025-05-03 오후 1:15:00,43824.816406,43415.433594
2025-05-03 오후 1:20:00,43576.082031,43177.320312
2025-05-03 오후 1:25:00,43570.703125,43155.480469
2025-05-03 오후 1:30:00,43411.507812,43008.695312
2025-05-03 오후 1:35:00,43036.179688,42618.730469
2025-05-03 오후 1:40:00,42619.582031,42188.175781
2025-05-03 오후 1:45:00,42585.289062,42142.390625
2025-05-03 오후 1:50:00,42074.074219,41625.414062
2025-05-03 오후 1:55:00,41886.101562,41428.457031
2025-05-03 오후 2:00:00,41883.449219,41394.867188
2025-05-03 오후 2:05:00,41810.609375,41302.273438
2025-05-03 오후 2:10:00,41938.734375,41413.878906
2025-05-03 오후 2:15:00,41567.191406,41037.691406
2025-05-03 오후 2:20:00,41461.351562,40918.996094
2025-05-03 오후 2:25:00,41328.726562,40791.421875
2025-05-03 오후 2:30:00,41560.328125,41026.253906
2025-05-03 오후 2:35:00,41523.8125,40995.359375
2025-05-03 오후 2:40:00,41503.851562,40984.996094
2025-05-03 오후 2:45:00,41628.050781,41103.414062
2025-05-03 오후 2:50:00,41107.5625,40566.675781
2025-05-03 오후 2:55:00,40889.042969,40336.507812
2025-05-03 오후 3:00:00,41045.378906,40496.296875
2025-05-03 오후 3:05:00,40927.386719,40362.199219
2025-05-03 오후 3:10:00,41197.4375,40643.664062
2025-05-03 오후 3:15:00,41524.90625,40981.335938
2025-05-03 오후 3:20:00,41188.246094,40636.851562
2025-05-03 오후 3:25:00,41110.351562,40547.132812
2025-05-03 오후 3:30:00,40735.054688,40165.628906
2025-05-03 오후 3:35:00,41100.4375,40540.847656
2025-05-03 오후 3:40:00,41108.691406,40531.195312
2025-05-03 오후 3:45:00,41262.398438,40709.148438
2025-05-03 오후 3:50:00,41302.613281,40753.511719
2025-05-03 오후 3:55:00,41349.050781,40791.582031
2025-05-03 오후 4:00:00,41794.535156,41238.980469
2025-05-03 오후 4:05:00,41274.222656,40681.449219
2025-05-03 오후 4:10:00,41664.136719,41070.320312
2025-05-03 오후 4:15:00,41513.378906,40916.960938
2025-05-03 오후 4:20:00,41714.910156,41125.9375
2025-05-03 오후 4:25:00,42297.292969,41734.296875
2025-05-03 오후 4:30:00,42234.183594,41666.996094
2025-05-03 오후 4:35:00,42321.460938,41768.78125
2025-05-03 오후 4:40:00,42285.675781,41717.007812
2025-05-03 오후 4:45:00,42789.457031,42233.375
2025-05-03 오후 4:50:00,42540.816406,41991.738281
2025-05-03 오후 4:55:00,42764.582031,42216.71875
2025-05-03 오후 5:00:00,43112.121094,42572.09375
2025-05-03 오후 5:05:00,42669.070312,42114.097656
2025-05-03 오후 5:10:00,42925.371094,42384.578125
2025-05-03 오후 5:15:00,43275.792969,42729.875
2025-05-03 오후 5:20:00,43324.605469,42783.296875
2025-05-03 오후 5:25:00,43485.21875,42951.625
2025-05-03 오후 5:30:00,43978.625,43463.03125
2025-05-03 오후 5:35:00,44300.65625,43784.214844
2025-05-03 오후 5:45:00,45012.289062,44518.710938
2025-05-03 오후 5:50:00,45213.324219,44701.628906
2025-05-03 오후 5:55:00,45606.347656,45120.414062
2025-05-03 오후 6:00:00,45561.09375,45069.402344
2025-05-03 오후 6:05:00,45992.222656,45502.3125
2025-05-03 오후 6:10:00,46303.789062,45818.597656
2025-05-03 오후 6:15:00,46620.636719,46144.09375
2025-05-03 오후 6:20:00,46764.835938,46310.117188
2025-05-03 오후 6:25:00,47092.78125,46636.851562
2025-05-03 오후 6:30:00,47504.015625,47037.96875
2025-05-03 오후 6:35:00,47644.765625,47171.152344
2025-05-03 오후 6:40:00,47865.34375,47398.890625
2025-05-03 오후 6:45:00,48376.476562,47900.503906
2025-05-03 오후 6:50:00,48287.871094,47814.691406
2025-05-03 오후 6:55:00,48882.269531,48404.457031
2025-05-03 오후 7:00:00,49388.421875,48850.242188
2025-05-03 오후 7:05:00,49448.660156,48902.773438
2025-05-03 오후 7:10:00,49630.496094,49071.304688
2025-05-03 오후 7:15:00,49955.648438,49382.253906
2025-05-03 오후 7:20:00,50049.492188,49478.957031
2025-05-03 오후 7:25:00,50375.144531,49806.015625
2025-05-03 오후 7:30:00,50812.664062,50231.789062
2025-05-03 오후 7:35:00,50841.976562,50249.488281
2025-05-03 오후 7:40:00,50696.703125,50124.207031
2025-05-03 오후 7:45:00,51032.710938,50434.628906
2025-05-03 오후 7:50:00,50998.738281,50386.246094
2025-05-03 오후 7:55:00,51015.382812,50406.890625
2025-05-03 오후 8:00:00,51254.445312,50621.621094
2025-05-03 오후 8:05:00,51002.730469,50378.996094
2025-05-03 오후 8:10:00,51117.988281,50485.875
2025-05-03 오후 8:15:00,50851.660156,50221.503906
2025-05-03 오후 8:20:00,50948.441406,50317.648438
2025-05-03 오후 8:25:00,50965.273438,50346.003906
2025-05-03 오후 8:30:00,51005.558594,50355.34375
2025-05-03 오후 8:35:00,50874.066406,50240.882812
2025-05-03 오후 8:40:00,50416.125,49782.898438
2025-05-03 오후 8:45:00,50541.355469,49908.921875
2025-05-03 오후 8:50:00,50458.960938,49832.992188
2025-05-03 오후 8:55:00,50561.949219,49964.160156
2025-05-03 오후 9:00:00,50465.578125,49858.109375
2025-05-03 오후 9:05:00,50534.839844,49925.933594
2025-05-03 오후 9:10:00,50510.738281,49892.457031
2025-05-03 오후 9:15:00,50340.398438,49732.78125
2025-05-03 오후 9:20:00,50178.949219,49579.855469
2025-05-03 오후 9:25:00,50364.089844,49757.574219
2025-05-03 오후 9:30:00,50301.25,49702.296875
2025-05-03 오후 9:35:00,50135.527344,49530.449219
2025-05-03 오후 9:40:00,50030.003906,49430.28125
2025-05-03 오후 9:45:00,49921.648438,49317.582031
2025-05-03 오후 9:50:00,49926.324219,49333.207031
2025-05-03 오후 9:55:00,49914.984375,49315.171875
2025-05-03 오후 10:00:00,49917.082031,49325.859375
2025-05-03 오후 10:05:00,50344.636719,49735.183594
2025-05-03 오후 10:10:00,50359.738281,49748.097656
2025-05-03 오후 10:15:00,50381.535156,49800.878906
2025-05-03 오후 10:20:00,50544.28125,49955.136719
2025-05-03 오후 10:25:00,50112.527344,49520.042969
2025-05-03 오후 10:30:00,49992.683594,49389.675781
2025-05-03 오후 10:35:00,49685.722656,49098.707031
2025-05-03 오후 10:40:00,49682.074219,49100.628906
2025-05-03 오후 10:45:00,49796.59375,49200.441406
2025-05-03 오후 10:50:00,49778.574219,49191.199219
2025-05-03 오후 10:55:00,49399.144531,48810.332031
2025-05-03 오후 11:00:00,49269.582031,48693.605469
2025-05-03 오후 11:05:00,49930.382812,49361.289062
2025-05-03 오후 11:10:00,50017.785156,49438.53125
2025-05-03 오후 11:15:00,49928.441406,49368.722656
2025-05-03 오후 11:20:00,49466.277344,48901.5625
2025-05-03 오후 11:25:00,49352.753906,48785.9375
2025-05-03 오후 11:30:00,48945.011719,48390.804688
2025-05-03 오후 11:35:00,48798.035156,48259.84375
2025-05-03 오후 11:40:00,48504.78125,47945.21875
2025-05-03 오후 11:45:00,48120.761719,47554.152344
2025-05-03 오후 11:50:00,47833.171875,47263.679688
2025-05-03 오후 11:55:00,47618.460938,47071.261719
2025-05-04,47127.007812,46604.414062
2025-05-04 오전 12:05:00,46542.058594,46016.128906
2025-05-04 오전 12:10:00,46685.480469,46160.707031
2025-05-04 오전 12:15:00,46499.835938,45972.277344
2025-05-04 오전 12:20:00,46339.550781,45817.285156
2025-05-04 오전 12:25:00,45936.722656,45414.996094
2025-05-04 오전 12:30:00,45822.128906,45301.777344
2025-05-04 오전 12:35:00,45468.789062,44956.886719
2025-05-04 오전 12:40:00,45505.238281,44963.902344
2025-05-04 오전 12:45:00,45000.378906,44486.585938
2025-05-04 오전 12:50:00,44944.40625,44443.695312
2025-05-04 오전 12:55:00,44743.65625,44229.042969
2025-05-04 오전 1:00:00,44842.316406,44326.824219
